batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
Punjab Kings,Delhi Capitals,Chandigarh,167,125,9,167,-0.0,8.02,0
Punjab Kings,Delhi Capitals,Chandigarh,151,119,3,167,96.0,7.61,0
Punjab Kings,Delhi Capitals,Chandigarh,150,118,2,167,51.0,7.63,0
Punjab Kings,Delhi Capitals,Chandigarh,144,117,1,167,46.0,7.38,0
Punjab Kings,Delhi Capitals,Chandigarh,140,116,0,167,40.5,7.24,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,165,119,3,177,72.0,8.32,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,165,118,2,177,36.0,8.39,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,165,117,1,177,24.0,8.46,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,161,116,0,177,24.0,8.33,1
Chennai Super Kings,Mumbai Indians,Mumbai,166,125,9,166,-0.0,7.97,1
Chennai Super Kings,Mumbai Indians,Mumbai,155,119,3,166,66.0,7.82,1
Chennai Super Kings,Mumbai Indians,Mumbai,155,118,2,166,33.0,7.88,1
Chennai Super Kings,Mumbai Indians,Mumbai,155,117,1,166,22.0,7.95,1
Chennai Super Kings,Mumbai Indians,Mumbai,154,116,0,166,18.0,7.97,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,108,125,9,108,-0.0,5.18,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,97,119,3,108,66.0,4.89,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,97,118,2,108,33.0,4.93,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,97,117,1,108,22.0,4.97,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,96,116,0,108,18.0,4.97,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,117,119,3,129,72.0,5.9,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,117,118,2,129,36.0,5.95,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,116,117,1,129,26.0,5.95,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,116,116,0,129,19.5,6.0,1
Delhi Capitals,Delhi Capitals,Delhi,162,125,9,162,-0.0,7.78,0
Delhi Capitals,Delhi Capitals,Delhi,162,124,8,162,-0.0,7.84,0
Delhi Capitals,Delhi Capitals,Delhi,160,119,3,162,12.0,8.07,0
Delhi Capitals,Delhi Capitals,Delhi,156,118,2,162,18.0,7.93,0
Delhi Capitals,Delhi Capitals,Delhi,152,117,1,162,20.0,7.79,0
Delhi Capitals,Delhi Capitals,Delhi,150,116,0,162,18.0,7.76,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,174,125,9,174,-0.0,8.35,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,174,124,8,174,-0.0,8.42,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,174,123,7,174,-0.0,8.49,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,174,122,6,174,-0.0,8.56,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,174,121,5,174,-0.0,8.63,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,174,119,3,174,0.0,8.77,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,173,118,2,174,3.0,8.8,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,172,117,1,174,4.0,8.82,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,171,116,0,174,4.5,8.84,0
Mumbai Indians,Punjab Kings,Mumbai,221,119,3,231,60.0,11.14,0
Mumbai Indians,Punjab Kings,Mumbai,220,119,2,231,66.0,11.09,0
Mumbai Indians,Punjab Kings,Mumbai,220,118,1,231,33.0,11.19,0
Mumbai Indians,Punjab Kings,Mumbai,216,117,0,231,30.0,11.08,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,150,119,3,168,108.0,7.56,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,148,118,2,168,60.0,7.53,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,148,117,1,168,40.0,7.59,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,144,116,0,168,36.0,7.45,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,139,125,9,139,-0.0,6.67,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,132,119,3,139,42.0,6.66,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,131,118,2,139,24.0,6.66,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,131,117,1,139,16.0,6.72,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,131,116,0,139,12.0,6.78,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,159,125,9,159,-0.0,7.63,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,145,119,3,159,84.0,7.31,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,145,118,2,159,42.0,7.37,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,141,117,1,159,36.0,7.23,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,140,116,0,159,28.5,7.24,1
Delhi Capitals,Delhi Capitals,Delhi,213,125,9,213,-0.0,10.22,0
Delhi Capitals,Delhi Capitals,Delhi,208,119,3,213,30.0,10.49,0
Delhi Capitals,Delhi Capitals,Delhi,208,118,2,213,15.0,10.58,0
Delhi Capitals,Delhi Capitals,Delhi,207,117,1,213,12.0,10.62,0
Delhi Capitals,Delhi Capitals,Delhi,207,116,0,213,9.0,10.71,0
Royal Challengers Bangalore,Punjab Kings,Bangalore,139,125,9,139,-0.0,6.67,0
Royal Challengers Bangalore,Punjab Kings,Bangalore,126,119,3,139,78.0,6.35,0
Royal Challengers Bangalore,Punjab Kings,Bangalore,122,118,2,139,51.0,6.2,0
Royal Challengers Bangalore,Punjab Kings,Bangalore,118,117,1,139,42.0,6.05,0
Royal Challengers Bangalore,Punjab Kings,Bangalore,117,116,0,139,33.0,6.05,0
Delhi Capitals,Delhi Capitals,Delhi,186,125,9,186,-0.0,8.93,0
Delhi Capitals,Delhi Capitals,Delhi,186,124,8,186,-0.0,9.0,0
Delhi Capitals,Delhi Capitals,Delhi,186,123,7,186,-0.0,9.07,0
Delhi Capitals,Delhi Capitals,Delhi,177,119,3,186,54.0,8.92,0
Delhi Capitals,Delhi Capitals,Delhi,176,118,2,186,30.0,8.95,0
Delhi Capitals,Delhi Capitals,Delhi,172,117,1,186,28.0,8.82,0
Delhi Capitals,Delhi Capitals,Delhi,171,116,0,186,22.5,8.84,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,163,125,9,163,-0.0,7.82,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,163,124,8,163,-0.0,7.89,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,157,119,3,163,36.0,7.92,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,156,118,2,163,21.0,7.93,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,156,117,1,163,14.0,8.0,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,152,116,0,163,16.5,7.86,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,210,125,9,210,-0.0,10.08,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,201,119,3,210,54.0,10.13,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,201,118,2,210,27.0,10.22,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,201,117,1,210,18.0,10.31,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,199,116,0,210,16.5,10.29,0
Punjab Kings,Punjab Kings,Chandigarh,68,125,9,68,-0.0,3.26,0
Punjab Kings,Punjab Kings,Chandigarh,68,124,8,68,-0.0,3.29,0
Punjab Kings,Punjab Kings,Chandigarh,60,119,3,68,48.0,3.03,0
Punjab Kings,Punjab Kings,Chandigarh,60,118,2,68,24.0,3.05,0
Punjab Kings,Punjab Kings,Chandigarh,60,117,1,68,16.0,3.08,0
Punjab Kings,Punjab Kings,Chandigarh,59,116,0,68,13.5,3.05,0
Kolkata Knight Riders,Delhi Capitals,Kolkata,161,125,9,161,-0.0,7.73,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,152,119,3,161,54.0,7.66,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,152,118,2,161,27.0,7.73,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,148,117,1,161,26.0,7.59,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,148,116,0,161,19.5,7.66,1
Punjab Kings,Punjab Kings,Chandigarh,208,125,9,208,-0.0,9.98,0
Punjab Kings,Punjab Kings,Chandigarh,197,119,3,208,66.0,9.93,0
Punjab Kings,Punjab Kings,Chandigarh,197,118,2,208,33.0,10.02,0
Punjab Kings,Punjab Kings,Chandigarh,191,117,1,208,34.0,9.79,0
Punjab Kings,Punjab Kings,Chandigarh,187,116,0,208,31.5,9.67,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,119,3,132,18.0,6.5,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,119,2,132,18.0,6.5,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,118,1,132,9.0,6.56,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,117,0,132,6.0,6.62,0
Delhi Capitals,Mumbai Indians,Mumbai,143,125,9,143,-0.0,6.86,0
Delhi Capitals,Mumbai Indians,Mumbai,143,124,8,143,-0.0,6.92,0
Delhi Capitals,Mumbai Indians,Mumbai,133,119,3,143,60.0,6.71,0
Delhi Capitals,Mumbai Indians,Mumbai,133,118,2,143,30.0,6.76,0
Delhi Capitals,Mumbai Indians,Mumbai,133,117,1,143,20.0,6.82,0
Delhi Capitals,Mumbai Indians,Mumbai,133,116,0,143,15.0,6.88,0
Mumbai Indians,Punjab Kings,Indore,189,119,3,199,60.0,9.53,1
Mumbai Indians,Punjab Kings,Indore,188,119,2,199,66.0,9.48,1
Mumbai Indians,Punjab Kings,Indore,184,118,1,199,45.0,9.36,1
Mumbai Indians,Punjab Kings,Indore,183,117,0,199,32.0,9.38,1
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,192,125,9,192,-0.0,9.22,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,186,119,3,192,36.0,9.38,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,182,118,2,192,30.0,9.25,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,182,117,1,192,20.0,9.33,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,178,116,0,192,21.0,9.21,0
Kolkata Knight Riders,Delhi Capitals,Delhi,163,119,3,169,36.0,8.22,1
Kolkata Knight Riders,Delhi Capitals,Delhi,159,118,2,169,30.0,8.08,1
Kolkata Knight Riders,Delhi Capitals,Delhi,155,117,1,169,28.0,7.95,1
Kolkata Knight Riders,Delhi Capitals,Delhi,154,116,0,169,22.5,7.97,1
Punjab Kings,Sunrisers Hyderabad,Hyderabad,160,125,9,160,-0.0,7.68,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,150,119,3,160,60.0,7.56,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,149,118,2,160,33.0,7.58,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,149,117,1,160,22.0,7.64,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,145,116,0,160,22.5,7.5,0
Punjab Kings,Delhi Capitals,Delhi,189,125,9,189,-0.0,9.07,0
Punjab Kings,Delhi Capitals,Delhi,187,119,3,189,12.0,9.43,0
Punjab Kings,Delhi Capitals,Delhi,186,118,2,189,9.0,9.46,0
Punjab Kings,Delhi Capitals,Delhi,184,117,1,189,10.0,9.44,0
Punjab Kings,Delhi Capitals,Delhi,184,116,0,189,7.5,9.52,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,173,125,9,173,-0.0,8.3,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,168,119,3,173,30.0,8.47,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,164,119,2,173,54.0,8.27,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,164,118,1,173,27.0,8.34,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,164,117,0,173,18.0,8.41,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,143,125,9,143,-0.0,6.86,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,143,124,8,143,-0.0,6.92,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,139,119,3,143,24.0,7.01,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,138,119,2,143,30.0,6.96,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,137,118,1,143,18.0,6.97,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,137,117,0,143,12.0,7.03,1
Kolkata Knight Riders,Punjab Kings,Kolkata,166,119,3,171,30.0,8.37,1
Kolkata Knight Riders,Punjab Kings,Kolkata,165,119,2,171,36.0,8.32,1
Kolkata Knight Riders,Punjab Kings,Kolkata,165,118,1,171,18.0,8.39,1
Kolkata Knight Riders,Punjab Kings,Kolkata,164,117,0,171,14.0,8.41,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,159,125,9,159,-0.0,7.63,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,149,119,3,159,60.0,7.51,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,148,118,2,159,33.0,7.53,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,144,117,1,159,30.0,7.38,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,142,116,0,159,25.5,7.34,1
Punjab Kings,Punjab Kings,Indore,149,125,9,149,-0.0,7.15,0
Punjab Kings,Punjab Kings,Indore,141,119,3,149,48.0,7.11,0
Punjab Kings,Punjab Kings,Indore,137,118,2,149,36.0,6.97,0
Punjab Kings,Punjab Kings,Indore,136,117,1,149,26.0,6.97,0
Punjab Kings,Punjab Kings,Indore,136,116,0,149,19.5,7.03,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,179,125,9,179,-0.0,8.59,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,179,124,8,179,-0.0,8.66,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,169,119,3,179,60.0,8.52,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,169,118,2,179,30.0,8.59,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,167,117,1,179,24.0,8.56,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,166,116,0,179,19.5,8.59,1
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,158,125,9,158,-0.0,7.58,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,149,119,3,158,54.0,7.51,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,149,119,2,158,54.0,7.51,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,149,118,1,158,27.0,7.58,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,148,117,0,158,20.0,7.59,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,197,119,3,208,66.0,9.93,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,197,118,2,208,33.0,10.02,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,196,117,1,208,24.0,10.05,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,196,116,0,208,18.0,10.14,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,209,125,9,209,-0.0,10.03,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,203,119,3,209,36.0,10.24,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,203,118,2,209,18.0,10.32,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,201,117,1,209,16.0,10.31,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,195,116,0,209,21.0,10.09,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,156,119,3,163,42.0,7.87,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,151,118,2,163,36.0,7.68,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,149,117,1,163,28.0,7.64,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,148,116,0,163,22.5,7.66,0
Royal Challengers Bangalore,Delhi Capitals,Raipur,139,125,9,139,-0.0,6.67,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,139,124,8,139,-0.0,6.73,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,134,119,3,139,30.0,6.76,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,134,118,2,139,15.0,6.81,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,134,117,1,139,10.0,6.87,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,130,116,0,139,13.5,6.72,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,167,119,3,172,30.0,8.42,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,167,118,2,172,15.0,8.49,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,166,117,1,172,12.0,8.51,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,164,116,0,172,12.0,8.48,0
Delhi Capitals,Delhi Capitals,Raipur,151,119,3,159,48.0,7.61,0
Delhi Capitals,Delhi Capitals,Raipur,151,118,2,159,24.0,7.68,0
Delhi Capitals,Delhi Capitals,Raipur,151,119,1,159,48.0,7.61,0
Delhi Capitals,Delhi Capitals,Raipur,150,118,0,159,27.0,7.63,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,201,119,3,212,66.0,10.13,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,195,118,2,212,51.0,9.92,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,195,117,1,212,34.0,10.0,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,195,116,0,212,25.5,10.09,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,184,125,9,184,-0.0,8.83,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,184,124,8,184,-0.0,8.9,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,177,119,3,184,42.0,8.92,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,177,118,2,184,21.0,9.0,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,177,117,1,184,14.0,9.08,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,173,116,0,184,16.5,8.95,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,180,125,9,180,-0.0,8.64,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,171,119,3,180,54.0,8.62,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,167,118,2,180,39.0,8.49,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,167,117,1,180,26.0,8.56,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,166,116,0,180,21.0,8.59,1
Delhi Capitals,Mumbai Indians,Visakhapatnam,197,119,3,207,60.0,9.93,0
Delhi Capitals,Mumbai Indians,Visakhapatnam,196,118,2,207,33.0,9.97,0
Delhi Capitals,Mumbai Indians,Visakhapatnam,196,117,1,207,22.0,10.05,0
Delhi Capitals,Mumbai Indians,Visakhapatnam,196,116,0,207,16.5,10.14,0
Punjab Kings,Mumbai Indians,Visakhapatnam,124,119,3,125,6.0,6.25,0
Punjab Kings,Mumbai Indians,Visakhapatnam,124,118,2,125,3.0,6.31,0
Punjab Kings,Mumbai Indians,Visakhapatnam,120,117,1,125,10.0,6.15,0
Punjab Kings,Mumbai Indians,Visakhapatnam,120,116,0,125,7.5,6.21,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,147,125,9,147,-0.0,7.06,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,147,124,8,147,-0.0,7.11,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,142,119,3,147,30.0,7.16,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,138,118,2,147,27.0,7.02,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,134,117,1,147,26.0,6.87,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,134,116,0,147,19.5,6.93,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,152,125,9,152,-0.0,7.3,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,150,119,3,152,12.0,7.56,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,150,118,2,152,6.0,7.63,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,149,117,1,152,6.0,7.64,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,148,116,0,152,6.0,7.66,1
Punjab Kings,Punjab Kings,Chandigarh,167,119,3,176,54.0,8.42,0
Punjab Kings,Punjab Kings,Chandigarh,166,118,2,176,30.0,8.44,0
Punjab Kings,Punjab Kings,Chandigarh,166,117,1,176,20.0,8.51,0
Punjab Kings,Punjab Kings,Chandigarh,165,116,0,176,16.5,8.53,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173,119,3,178,30.0,8.72,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173,118,2,178,15.0,8.8,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173,117,1,178,10.0,8.87,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173,116,0,178,7.5,8.95,0
Delhi Capitals,Punjab Kings,Chandigarh,182,125,9,182,-0.0,8.74,0
Delhi Capitals,Punjab Kings,Chandigarh,182,124,8,182,-0.0,8.81,0
Delhi Capitals,Punjab Kings,Chandigarh,178,119,3,182,24.0,8.97,0
Delhi Capitals,Punjab Kings,Chandigarh,178,118,2,182,12.0,9.05,0
Delhi Capitals,Punjab Kings,Chandigarh,178,117,1,182,8.0,9.13,0
Delhi Capitals,Punjab Kings,Chandigarh,174,116,0,182,12.0,9.0,0
Punjab Kings,Kolkata Knight Riders,Kolkata,163,119,3,165,12.0,8.22,0
Punjab Kings,Kolkata Knight Riders,Kolkata,163,119,2,165,12.0,8.22,0
Punjab Kings,Kolkata Knight Riders,Kolkata,163,118,1,165,6.0,8.29,0
Punjab Kings,Kolkata Knight Riders,Kolkata,162,117,0,165,6.0,8.31,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,186,125,9,186,-0.0,8.93,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,179,119,3,186,42.0,9.03,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178,118,2,186,24.0,9.05,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178,117,1,186,16.0,9.13,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178,116,0,186,12.0,9.21,1
Kolkata Knight Riders,Delhi Capitals,Delhi,187,125,9,187,-0.0,8.98,0
Kolkata Knight Riders,Delhi Capitals,Delhi,182,119,3,187,30.0,9.18,0
Kolkata Knight Riders,Delhi Capitals,Delhi,181,118,2,187,18.0,9.2,0
Kolkata Knight Riders,Delhi Capitals,Delhi,180,117,1,187,14.0,9.23,0
Kolkata Knight Riders,Delhi Capitals,Delhi,179,116,0,187,12.0,9.26,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,183,119,3,195,72.0,9.23,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,179,118,2,195,48.0,9.1,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,178,117,1,195,34.0,9.13,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,178,116,0,195,25.5,9.21,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,175,125,9,175,-0.0,8.4,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,167,119,3,175,48.0,8.42,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,163,118,2,175,36.0,8.29,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,162,117,1,175,26.0,8.31,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,161,116,0,175,21.0,8.33,1
Punjab Kings,Punjab Kings,Chandigarh,190,125,9,190,-0.0,9.12,0
Punjab Kings,Punjab Kings,Chandigarh,190,124,8,190,-0.0,9.19,0
Punjab Kings,Punjab Kings,Chandigarh,185,119,3,190,30.0,9.33,0
Punjab Kings,Punjab Kings,Chandigarh,185,118,2,190,15.0,9.41,0
Punjab Kings,Punjab Kings,Chandigarh,185,117,1,190,10.0,9.49,0
Punjab Kings,Punjab Kings,Chandigarh,185,116,0,190,7.5,9.57,0
Sunrisers Hyderabad,Punjab Kings,Hyderabad,138,119,3,144,36.0,6.96,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,137,118,2,144,21.0,6.97,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,137,117,1,144,14.0,7.03,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,136,116,0,144,12.0,7.03,1
Mumbai Indians,Delhi Capitals,Delhi,157,119,3,165,48.0,7.92,0
Mumbai Indians,Delhi Capitals,Delhi,157,118,2,165,24.0,7.98,0
Mumbai Indians,Delhi Capitals,Delhi,157,117,1,165,16.0,8.05,0
Mumbai Indians,Delhi Capitals,Delhi,156,116,0,165,13.5,8.07,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165,119,3,171,36.0,8.32,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165,118,2,171,18.0,8.39,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165,117,1,171,12.0,8.46,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165,116,0,171,9.0,8.53,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,127,119,3,139,72.0,6.4,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,126,118,2,139,39.0,6.41,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,125,117,1,139,28.0,6.41,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,124,116,0,139,22.5,6.41,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,139,119,3,143,24.0,7.01,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,133,119,2,143,60.0,6.71,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,133,118,1,143,30.0,6.76,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,129,117,0,143,28.0,6.62,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,181,119,3,192,66.0,9.13,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,181,118,2,192,33.0,9.2,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,181,119,1,192,66.0,9.13,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,180,118,0,192,36.0,9.15,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,135,119,3,143,48.0,6.81,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,134,118,2,143,27.0,6.81,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,134,117,1,143,18.0,6.87,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,134,116,0,143,13.5,6.93,1
Delhi Capitals,Delhi Capitals,Delhi,112,125,9,112,-0.0,5.38,0
Delhi Capitals,Delhi Capitals,Delhi,112,124,8,112,-0.0,5.42,0
Delhi Capitals,Delhi Capitals,Delhi,106,119,3,112,36.0,5.34,0
Delhi Capitals,Delhi Capitals,Delhi,105,118,2,112,21.0,5.34,0
Delhi Capitals,Delhi Capitals,Delhi,105,117,1,112,14.0,5.38,0
Delhi Capitals,Delhi Capitals,Delhi,105,116,0,112,10.5,5.43,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,188,125,9,188,-0.0,9.02,1
